,run,sample,assembler,reference,LSA,breadth_of_coverage,multiplicity,validity,parsimony,identity,lowest_identity,L90,contigs,NA50,NG50,basepairs,Ns,misassembled contigs,misassembly events,distribution,type,algorythm
612,run1,ENN,ABySS,Escherichia_coli,0.027284608285415346,0.9865000753341668,1.0162883120358401,0.9998338379581071,1.0164572086411248,0.998684210757718,0.7959875671093529,111.0,191.0,45414.0,45414.0,4701101.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
614,run1,ENN,GATBMiniaPipeline,Escherichia_coli,0.027645121094951687,0.9685388571114404,1.001270066046901,1.0,1.001270066046901,0.999937556712063,0.9893858984078847,112.0,199.0,55370.0,54964.0,4615508.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
615,run1,ENN,IDBA-UD,Escherichia_coli,0.01877667385593841,0.9438418410579184,1.0086891060016683,0.9870774149782412,1.0218946261919117,0.9924037812510231,0.32740387982351704,250.0,449.0,18743.0,18745.0,4497816.0,0.0,8.0,15.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
616,run1,ENN,MEGAHIT,Escherichia_coli,0.07228365768993968,0.9783874878972199,1.0004304612111983,0.9999491927107618,1.0004812929536266,0.9996399133144503,0.988921372518849,54.0,137.0,74550.0,75417.0,4662441.0,0.0,3.0,5.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
617,run1,ENN,MetaHipMer2,Escherichia_coli,0.027640924205434386,0.9680402666367848,1.001038556884997,0.9999809441770494,1.0010576328620122,0.9999872671995442,0.9983566146261298,107.0,191.0,59122.0,56794.0,4613132.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
618,run1,ENN,metaSPAdes,Escherichia_coli,0.10446099977462703,0.9772832862652174,1.0001569619720436,1.0,1.0001569619720436,0.9994311925593872,0.9874723655121592,33.0,82.0,138793.0,138793.0,4657179.0,0.0,2.0,6.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
619,run1,ENN,MINIA,Escherichia_coli,0.011346290810029054,0.791740899150004,1.0022981779167657,1.0,1.0022981779167657,0.9999741110183562,0.9923203510696654,0.0,1123.0,4465.0,3211.0,3772989.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
620,run1,ENN,SKESA,Escherichia_coli,0.027376310321368422,0.9570144083414018,1.0026428603849196,0.9930183584879314,1.00969216914745,0.9947097253255685,0.47489663319551095,152.0,270.0,34752.0,34302.0,4560589.0,0.0,3.0,4.0,Even,Genomic,Multiple k-mer De Bruijn graph
621,run1,ENN,SPAdes,Escherichia_coli,0.06828045462386008,0.968632867436628,1.0052730138675499,0.9972909374173231,1.0080037591346191,0.9977602844840228,0.8082713524930903,49.0,120.0,85988.0,89006.0,4615956.0,0.0,1.0,3.0,Even,Genomic,Multiple k-mer De Bruijn graph
622,run1,ENN,Unicycler,Escherichia_coli,0.0727249606226841,0.964104423647458,0.9999751870547817,1.0,0.9999751870547817,0.9999075000488244,0.9898770788141721,57.0,111.0,96845.0,94991.0,4594376.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
623,run1,ENN,VelvetOptimiser,Escherichia_coli,0.011654342500599105,0.7995758623453814,1.0021937755457144,1.0,1.0021937755457144,1.0,1.0,0.0,1093.0,4598.0,3363.0,3810326.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
624,run1,ENN,ABySS,Lactobacillus_fermentum,0.0652095985321201,0.9830580796112806,1.017892713126644,1.0,1.017892713126644,0.9999189307336699,0.9977435897435898,41.0,72.0,42368.0,42368.0,1873053.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
626,run1,ENN,GATBMiniaPipeline,Lactobacillus_fermentum,0.06396624632019705,0.9406077572791738,1.0009870709882036,1.0,1.0009870709882036,1.0,1.0,54.0,89.0,40366.0,40071.0,1792171.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
627,run1,ENN,IDBA-UD,Lactobacillus_fermentum,0.06396519663491894,0.9384831942762761,1.000670535528037,1.0,1.000670535528037,0.9999666918328374,0.9970355731225297,58.0,89.0,40364.0,37467.0,1788123.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
628,run1,ENN,MEGAHIT,Lactobacillus_fermentum,0.06400928341659962,0.9491170309861846,0.9997450762669875,0.9991163412216044,1.0006292911240091,0.9978367632433208,0.9291389031266017,40.0,82.0,45302.0,45302.0,1808384.0,0.0,2.0,4.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
629,run1,ENN,MetaHipMer2,Lactobacillus_fermentum,0.06396414694964082,0.9381451956167243,1.0005225236212565,1.0,1.0005225236212565,1.0,1.0,55.0,87.0,40362.0,40067.0,1787479.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
630,run1,ENN,metaSPAdes,Lactobacillus_fermentum,0.06391901048268203,0.9424761970742123,1.0004493991583372,1.0,1.0004493991583372,0.9998329237719664,0.9909245604083948,48.0,80.0,46069.0,40650.0,1795731.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
631,run1,ENN,MINIA,Lactobacillus_fermentum,0.03464433776143068,0.9205997061930906,1.0003739918326113,1.0,1.0003739918326113,1.0,1.0,206.0,237.0,11209.0,10836.0,1754049.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
632,run1,ENN,SKESA,Lactobacillus_fermentum,0.06386022810710779,0.9314035919180532,1.0,1.0,1.0,1.0,1.0,64.0,94.0,37086.0,33086.0,1774634.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
633,run1,ENN,SPAdes,Lactobacillus_fermentum,0.06392006016796015,0.9408943213600982,1.000465215647534,0.9999977697923955,1.000467446897642,0.999915296544554,0.9964881474978051,47.0,78.0,46123.0,45008.0,1792717.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
634,run1,ENN,Unicycler,Lactobacillus_fermentum,0.06386285232030306,0.9314933400093317,1.0,1.0,1.0,1.0,1.0,51.0,80.0,44315.0,40168.0,1774805.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
635,run1,ENN,VelvetOptimiser,Lactobacillus_fermentum,0.035284120938439634,0.9192708046310015,1.000601193137149,1.0,1.000601193137149,1.0,1.0,198.0,227.0,11784.0,11122.0,1751517.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
636,run1,ENN,ABySS,Listeria_monocytogenes,0.24411213691483125,0.9898083173647932,1.0123372424958093,1.0,1.0123372424958093,0.9999928745010074,0.999953209077439,8.0,14.0,351502.0,351502.0,2961845.0,1.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
638,run1,ENN,GATBMiniaPipeline,Listeria_monocytogenes,0.2112776547600508,0.9862442194107491,1.0000779349277238,1.0,1.0000779349277238,0.9999786780383795,0.9995735607675906,11.0,20.0,351140.0,351140.0,2951180.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
639,run1,ENN,IDBA-UD,Listeria_monocytogenes,0.19577207418136028,0.9866372226169335,0.9999132895897378,1.0,0.9999132895897378,0.999890598404017,0.9972260748959778,13.0,26.0,254629.0,254629.0,2952356.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
640,run1,ENN,MEGAHIT,Listeria_monocytogenes,0.21129737175764,0.9895837441041164,0.999664659916864,0.999987163107582,0.9996774926692902,0.9994461409423087,0.9906498363721365,8.0,20.0,447841.0,447841.0,2961173.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
641,run1,ENN,MetaHipMer2,Listeria_monocytogenes,0.15651920803170224,0.9739317898823062,1.000078920179787,1.0,1.000078920179787,1.0,1.0,13.0,24.0,193935.0,193935.0,2914337.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
642,run1,ENN,metaSPAdes,Listeria_monocytogenes,0.21125058566166569,0.9769037095358752,1.0000379716956929,1.0,1.0000379716956929,0.9995804744338066,0.9972363945578231,9.0,16.0,351096.0,351096.0,2923230.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
643,run1,ENN,MINIA,Listeria_monocytogenes,0.054075369727123436,0.9633671552249041,1.0006056771303808,1.0,1.0006056771303808,0.9999340449711828,0.9916237113402062,75.0,127.0,46368.0,44353.0,2882724.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
644,run1,ENN,SKESA,Listeria_monocytogenes,0.21066575946198662,0.9724894413806978,1.0,1.0,1.0,1.0,1.0,12.0,24.0,351009.0,351009.0,2910021.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
645,run1,ENN,SPAdes,Listeria_monocytogenes,0.18146488603241206,0.9747655849498487,0.9997531568496232,1.0,0.9997531568496232,0.99957976274365,0.9975409836065574,10.0,16.0,300425.0,300425.0,2916832.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
646,run1,ENN,Unicycler,Listeria_monocytogenes,0.2434160266440133,0.9740156706686602,0.9999907362550041,0.9999855898041689,1.0000051465249977,0.9981162089752177,0.9698593436034829,8.0,16.0,350995.0,350995.0,2914588.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
647,run1,ENN,VelvetOptimiser,Listeria_monocytogenes,0.05407570391352325,0.9754082253966959,1.000520769985833,1.0,1.000520769985833,1.0,1.0,66.0,116.0,52654.0,51199.0,2918755.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
648,run1,ENN,ABySS,Pseudomonas_aeruginosa,0.004465036298295283,0.9657550501816019,1.0236261356608285,0.9981024081252488,1.0255722532355387,0.9980507950454283,0.593480466768138,1000.0,1402.0,6483.0,6479.0,6559727.0,2170.0,7.0,12.0,Even,Genomic,Single k-mer De Bruijn graph
650,run1,ENN,GATBMiniaPipeline,Pseudomonas_aeruginosa,0.04160001060019169,0.9870156485329776,1.0008417192014005,0.99953418087487,1.0013081476867414,0.9994820229249568,0.9573396311413866,78.0,166.0,88774.0,88774.0,6704136.0,0.0,3.0,6.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
651,run1,ENN,IDBA-UD,Pseudomonas_aeruginosa,0.05008914466758829,0.9856602962459127,1.0006924642976103,0.9998635918620755,1.0008289855159054,0.9986137004051675,0.8616475558237779,71.0,161.0,87280.0,87280.0,6694930.0,0.0,2.0,4.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
652,run1,ENN,MEGAHIT,Pseudomonas_aeruginosa,0.06899944496218528,0.9908624875410942,1.000408750621261,0.9999992573912958,1.0004094935340584,0.9998275480927217,0.9890282131661442,29.0,82.0,244431.0,244431.0,6730265.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
653,run1,ENN,MetaHipMer2,Pseudomonas_aeruginosa,0.06803291359518751,0.9890217348097045,1.000597818142411,0.9999281491748089,1.0006697170873275,0.9999545316512968,0.9961472709836134,42.0,101.0,187706.0,187706.0,6717762.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
654,run1,ENN,metaSPAdes,Pseudomonas_aeruginosa,0.1321409589934529,0.9902710851799015,1.000116558295204,1.0,1.000116558295204,0.9995083127895226,0.9818662636947487,24.0,56.0,257869.0,257869.0,6726248.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
655,run1,ENN,MINIA,Pseudomonas_aeruginosa,0.015603629387853653,0.9596453646981228,1.0010576494102386,1.0,1.0010576494102386,0.9999790838070618,0.9924160346695557,340.0,527.0,21921.0,21139.0,6518228.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
656,run1,ENN,SKESA,Pseudomonas_aeruginosa,0.006355403815774557,0.9636581261511146,0.9999485141205754,0.9968509659794362,1.0031073332392226,0.9988216307737822,0.25073449822174115,670.0,933.0,10114.0,9897.0,6545484.0,0.0,7.0,15.0,Even,Genomic,Multiple k-mer De Bruijn graph
657,run1,ENN,SPAdes,Pseudomonas_aeruginosa,0.12516146889211802,0.9888649403076706,0.9999730522308807,0.9999994044534968,0.99997364776169,0.9995292857912178,0.9902985074626866,26.0,67.0,227620.0,227620.0,6716697.0,0.0,2.0,3.0,Even,Genomic,Multiple k-mer De Bruijn graph
658,run1,ENN,Unicycler,Pseudomonas_aeruginosa,0.12477809529277877,0.9870233042269737,1.0,1.0,1.0,0.9999908050966244,0.9994447529150472,25.0,77.0,256472.0,239075.0,6704188.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
659,run1,ENN,VelvetOptimiser,Pseudomonas_aeruginosa,0.08311713359038798,0.9869122966640314,0.9999161623728973,0.9995232676550152,1.0003930821128395,0.9951701563039056,0.829940494832446,15.0,82.0,264293.0,338751.0,6703434.0,12098.0,8.0,11.0,Even,Genomic,Multiple k-mer De Bruijn graph
660,run1,ENN,ABySS,Salmonella_enterica,0.06347103395853476,0.9875858921883647,1.0079091054911886,0.9999983114682544,1.0079108073805838,0.9987636220605954,0.9826784574710548,41.0,77.0,116811.0,116811.0,4700658.0,2.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
662,run1,ENN,GATBMiniaPipeline,Salmonella_enterica,0.05798124521770699,0.9756108834378977,1.0015554541030136,0.9999989249364852,1.001556530839898,0.9999491961931376,0.9917218543046358,96.0,178.0,52959.0,51487.0,4643660.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
663,run1,ENN,IDBA-UD,Salmonella_enterica,0.037401785725540815,0.9560898837879164,1.0081250432621471,0.9925300416593831,1.0157123723697987,0.9948262434826586,0.6558096445462968,172.0,396.0,26498.0,27717.0,4550745.0,0.0,7.0,12.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
664,run1,ENN,MEGAHIT,Salmonella_enterica,0.07920023463436915,0.9810111716045352,1.0012429958341222,0.9999347659584389,1.001308315222373,0.99915801367803,0.9295824486907289,47.0,103.0,117581.0,117581.0,4669364.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
665,run1,ENN,MetaHipMer2,Salmonella_enterica,0.05948510697839759,0.9751255634229221,1.0010785655035712,0.9999928977104586,1.0010856755038944,0.9999849312495146,0.9978815803410656,86.0,161.0,60329.0,58958.0,4641350.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
666,run1,ENN,metaSPAdes,Salmonella_enterica,0.11137253962711456,0.9820704718276984,1.0001257913839747,0.9999604293225992,1.0001653686051233,0.9980986922913357,0.9348694316436252,25.0,56.0,198784.0,198784.0,4674406.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
667,run1,ENN,MINIA,Salmonella_enterica,0.011955679987965744,0.8037521329919706,1.002365607362502,1.0,1.002365607362502,0.9999827989684865,0.9921225382932166,0.0,1083.0,4996.0,3551.0,3825656.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
668,run1,ENN,SKESA,Salmonella_enterica,0.031121828769854525,0.9593946819851311,1.001434366770868,0.9916939310528184,1.0098220180774011,0.9963459137322415,0.2217846961586579,144.0,245.0,37980.0,37661.0,4566475.0,0.0,2.0,2.0,Even,Genomic,Multiple k-mer De Bruijn graph
669,run1,ENN,SPAdes,Salmonella_enterica,0.11135342095985794,0.9693809291504211,1.000159297547663,0.9999982664283006,1.0001610313985219,0.9992928194902245,0.9871677360219981,46.0,91.0,103636.0,103102.0,4614007.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
670,run1,ENN,Unicycler,Salmonella_enterica,0.07713247723723073,0.9743706912091528,1.000000215621474,1.0,1.000000215621474,0.9997130515460523,0.9911444141689373,35.0,89.0,157802.0,155040.0,4637757.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
671,run1,ENN,VelvetOptimiser,Salmonella_enterica,0.011955679987965744,0.8125299123104468,1.002199131414198,1.0,1.002199131414198,0.9999821109306636,0.9919404835709857,0.0,1049.0,5223.0,3753.0,3867436.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
672,run1,ENN,ABySS,Staphylococcus_aureus,0.35038362795077205,0.9908514112947719,1.006460133924445,1.0,1.006460133924445,0.9997902652579175,0.9974904296044237,10.0,20.0,281333.0,281333.0,2693907.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
674,run1,ENN,GATBMiniaPipeline,Staphylococcus_aureus,0.06690316980410331,0.9823064021362523,1.0006698681045054,1.0,1.0006698681045054,1.0,1.0,39.0,65.0,63844.0,53404.0,2670675.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
675,run1,ENN,IDBA-UD,Staphylococcus_aureus,0.06690243418003664,0.9805177322181272,1.0000056268033906,1.0,1.0000056268033906,0.9999782105735441,0.9985418217920079,43.0,74.0,53248.0,53248.0,2665812.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
676,run1,ENN,MEGAHIT,Staphylococcus_aureus,0.13352054965830262,0.9862110946821736,0.9998511910866817,0.9994743321221846,1.0003770571713402,0.9995092996729467,0.9926850712150519,14.0,40.0,181811.0,213210.0,2681291.0,0.0,3.0,7.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
677,run1,ENN,MetaHipMer2,Staphylococcus_aureus,0.06690169855596996,0.9810058187863674,1.0006516345792251,1.0,1.0006516345792251,0.9999626517273574,0.9974603174603175,41.0,68.0,53350.0,53350.0,2667139.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
678,run1,ENN,metaSPAdes,Staphylococcus_aureus,0.3813993776620396,0.9862677377353077,1.0000264782607884,1.0,1.0000264782607884,0.9997323481242683,0.9964028776978417,8.0,19.0,360908.0,360908.0,2681445.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
679,run1,ENN,MINIA,Staphylococcus_aureus,0.033342896446200136,0.9565227785992246,1.0005914076694578,0.9999996156970832,1.000591792199802,0.9999993787469326,0.9998912807131985,112.0,175.0,29647.0,29165.0,2600575.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
680,run1,ENN,SKESA,Staphylococcus_aureus,0.06460691927997117,0.9754470755265229,1.0000180993700665,1.0,1.0000180993700665,0.9999997114012106,0.9999789322883749,43.0,73.0,53048.0,53048.0,2652026.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
681,run1,ENN,SPAdes,Staphylococcus_aureus,0.2113058062807583,0.9822295294212845,0.999986893673239,0.999973038787075,1.0000138552597186,0.9969268597535255,0.9349904397705545,14.0,24.0,214432.0,214432.0,2670466.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
682,run1,ENN,Unicycler,Staphylococcus_aureus,0.30929902382686353,0.9821401510971833,0.9999662949498974,1.0,0.9999662949498974,0.9999913158361374,0.999787657085497,14.0,25.0,223263.0,164016.0,2670223.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
683,run1,ENN,VelvetOptimiser,Staphylococcus_aureus,0.033342896446200136,0.9575739853905061,1.0004609298568468,1.0,1.0004609298568468,1.0,1.0,104.0,164.0,32297.0,30086.0,2603433.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
684,run1,ENN,ABySS,Staphylococcus_aureus_plasmid1,0.9996843932460154,0.9996843932460154,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6335.0,6335.0,6335.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
686,run1,ENN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
687,run1,ENN,IDBA-UD,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
688,run1,ENN,MEGAHIT,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
689,run1,ENN,MetaHipMer2,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
690,run1,ENN,metaSPAdes,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
691,run1,ENN,MINIA,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
692,run1,ENN,SKESA,Staphylococcus_aureus_plasmid1,0.941612750512861,0.941612750512861,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5967.0,5967.0,5967.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
693,run1,ENN,SPAdes,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
694,run1,ENN,Unicycler,Staphylococcus_aureus_plasmid1,0.9853242859397191,0.9853242859397191,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6244.0,6244.0,6244.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
695,run1,ENN,VelvetOptimiser,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
696,run1,ENN,ABySS,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
698,run1,ENN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
699,run1,ENN,IDBA-UD,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
700,run1,ENN,MEGAHIT,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
701,run1,ENN,MetaHipMer2,Staphylococcus_aureus_plasmid2,0.9986462093862816,0.9986462093862816,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2213.0,2213.0,2213.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
702,run1,ENN,metaSPAdes,Staphylococcus_aureus_plasmid2,0.9368231046931408,0.9368231046931408,1.0,1.0,1.0,0.9995183044315993,0.9995183044315993,0.0,1.0,2076.0,2076.0,2076.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
703,run1,ENN,MINIA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
704,run1,ENN,SKESA,Staphylococcus_aureus_plasmid2,0.6588447653429603,0.6588447653429603,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1460.0,1460.0,1460.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
705,run1,ENN,SPAdes,Staphylococcus_aureus_plasmid2,1.0,1.0,1.0,0.6826863832409119,1.4648014440433212,0.6814540973505854,0.6814540973505854,0.0,1.0,3246.0,3246.0,2216.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
706,run1,ENN,Unicycler,Staphylococcus_aureus_plasmid2,0.9580324909747292,0.9580324909747292,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2123.0,2123.0,2123.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
707,run1,ENN,VelvetOptimiser,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
708,run1,ENN,ABySS,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
710,run1,ENN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
711,run1,ENN,IDBA-UD,Staphylococcus_aureus_plasmid3,0.9512195121951219,0.9512195121951219,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2847.0,2847.0,2847.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
712,run1,ENN,MEGAHIT,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
713,run1,ENN,MetaHipMer2,Staphylococcus_aureus_plasmid3,0.9989976612094889,0.9989976612094889,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2990.0,2990.0,2990.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
714,run1,ENN,metaSPAdes,Staphylococcus_aureus_plasmid3,0.5603073838957567,0.9996658870698296,1.0183823529411764,1.0,1.0183823529411764,1.0,1.0,1.0,2.0,1677.0,1677.0,2992.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
